Station Name,Latitude (deg),Longitude (deg),Elevation (ft),Max Temp (F),Min Temp (F),Rainfall (in),Corn GDD (F),Corn AGDD (F),Delta GDD (5yr),County,Date
Williams,48.858454,-94.980897,1093,79.08800000000002,42.067,0.0,15.0,1167.0,,"Lake of the Woods, MN",2017-08-14
Williams,48.858454,-94.980897,1093,80.348,46.562,0.0,15.0,1182.0,,"Lake of the Woods, MN",2017-08-15
Williams,48.858454,-94.980897,1093,65.012,59.972,1.151,12.0,1194.0,,"Lake of the Woods, MN",2017-08-16
Williams,48.858454,-94.980897,1093,75.434,57.776,0.03,17.0,1211.0,,"Lake of the Woods, MN",2017-08-17
Williams,48.858454,-94.980897,1093,79.03399999999998,50.93600000000001,0.0,15.0,1226.0,,"Lake of the Woods, MN",2017-08-18
Williams,48.858454,-94.980897,1093,83.084,50.774,0.0,17.0,1243.0,,"Lake of the Woods, MN",2017-08-19
Williams,48.858454,-94.980897,1093,76.208,51.11600000000001,0.0,14.0,1257.0,,"Lake of the Woods, MN",2017-08-20
Williams,48.858454,-94.980897,1093,66.38,45.541,0.09,8.0,1265.0,,"Lake of the Woods, MN",2017-08-21
Williams,48.858454,-94.980897,1093,67.658,47.93,0.06,9.0,1274.0,,"Lake of the Woods, MN",2017-08-22
Williams,48.858454,-94.980897,1093,62.114,38.205,0.08,6.0,1280.0,,"Lake of the Woods, MN",2017-08-23
Williams,48.858454,-94.980897,1093,68.918,33.361,0.0,9.0,1289.0,,"Lake of the Woods, MN",2017-08-24
Williams,48.858454,-94.980897,1093,74.318,41.293,0.0,12.0,1301.0,,"Lake of the Woods, MN",2017-08-25
Williams,48.858454,-94.980897,1093,64.31,55.45399999999999,0.0,10.0,1311.0,,"Lake of the Woods, MN",2017-08-26
Williams,48.858454,-94.980897,1093,71.654,48.272,0.08,11.0,1322.0,,"Lake of the Woods, MN",2017-08-27
Williams,48.858454,-94.980897,1093,81.806,46.047,0.0,16.0,1338.0,,"Lake of the Woods, MN",2017-08-28
Williams,48.858454,-94.980897,1093,86.34200000000001,50.594,0.0,18.0,1356.0,,"Lake of the Woods, MN",2017-08-29
Williams,48.858454,-94.980897,1093,74.84,47.93,0.0,12.0,1368.0,,"Lake of the Woods, MN",2017-08-30
Williams,48.858454,-94.980897,1093,72.95,46.306,0.0,11.0,1379.0,,"Lake of the Woods, MN",2017-08-31
Williams,48.858454,-94.980897,1093,70.718,49.316,0.16,10.0,1389.0,,"Lake of the Woods, MN",2017-09-01
Williams,48.858454,-94.980897,1093,77.14399999999998,49.316,0.0,14.0,1403.0,,"Lake of the Woods, MN",2017-09-02
Williams,48.858454,-94.980897,1093,81.374,46.305,0.0,16.0,1419.0,,"Lake of the Woods, MN",2017-09-03
Williams,48.858454,-94.980897,1093,68.57600000000001,50.846,0.01,10.0,1429.0,,"Lake of the Woods, MN",2017-09-04
Williams,48.858454,-94.980897,1093,65.516,45.532,0.0,8.0,1437.0,,"Lake of the Woods, MN",2017-09-05
Williams,48.858454,-94.980897,1093,63.788,37.26,0.0,7.0,1444.0,,"Lake of the Woods, MN",2017-09-06
Williams,48.858454,-94.980897,1093,67.64,43.67100000000001,0.0,9.0,1453.0,,"Lake of the Woods, MN",2017-09-07
Williams,48.858454,-94.980897,1093,68.324,32.846,0.0,9.0,1462.0,,"Lake of the Woods, MN",2017-09-08
Williams,48.858454,-94.980897,1093,74.84,40.006,0.0,12.0,1474.0,,"Lake of the Woods, MN",2017-09-09
Williams,48.858454,-94.980897,1093,82.05799999999998,50.774,0.0,16.0,1490.0,,"Lake of the Woods, MN",2017-09-10
Williams,48.858454,-94.980897,1093,77.666,53.6,0.0,16.0,1506.0,,"Lake of the Woods, MN",2017-09-11
Williams,48.858454,-94.980897,1093,88.14200000000002,53.924,0.0,20.0,1526.0,,"Lake of the Woods, MN",2017-09-12
Williams,48.858454,-94.980897,1093,77.666,54.26600000000001,0.0,16.0,1542.0,,"Lake of the Woods, MN",2017-09-13
Williams,48.858454,-94.980897,1093,63.806,55.364,0.06,10.0,1552.0,,"Lake of the Woods, MN",2017-09-14
Williams,48.858454,-94.980897,1093,56.13800000000001,48.542,1.4509999999999998,3.0,1555.0,,"Lake of the Woods, MN",2017-09-15
Williams,48.858454,-94.980897,1093,51.962,47.246,0.25,1.0,1556.0,,"Lake of the Woods, MN",2017-09-16
Williams,48.858454,-94.980897,1093,56.66,41.81,0.0,3.0,1559.0,,"Lake of the Woods, MN",2017-09-17
Williams,48.858454,-94.980897,1093,64.49,40.093,0.0,7.0,1566.0,,"Lake of the Woods, MN",2017-09-18
Williams,48.858454,-94.980897,1093,72.176,52.916,0.43,13.0,1579.0,,"Lake of the Woods, MN",2017-09-19
Williams,48.858454,-94.980897,1093,67.118,49.38800000000001,0.25,9.0,1588.0,,"Lake of the Woods, MN",2017-09-20
Williams,48.858454,-94.980897,1093,77.234,48.272,0.0,14.0,1602.0,,"Lake of the Woods, MN",2017-09-21
Williams,48.858454,-94.980897,1093,72.518,50.846,0.22,12.0,1614.0,,"Lake of the Woods, MN",2017-09-22
Williams,48.858454,-94.980897,1093,61.322,52.484,0.0,7.0,1621.0,,"Lake of the Woods, MN",2017-09-23
Williams,48.858454,-94.980897,1093,60.224,49.136,0.7809999999999999,5.0,1626.0,,"Lake of the Woods, MN",2017-09-24
Williams,48.858454,-94.980897,1093,55.472,46.39100000000001,0.0,3.0,1629.0,,"Lake of the Woods, MN",2017-09-25
Williams,48.858454,-94.980897,1093,52.232,43.407,0.43,1.0,1630.0,,"Lake of the Woods, MN",2017-09-26
Williams,48.858454,-94.980897,1093,64.382,41.209,0.0,7.0,1637.0,,"Lake of the Woods, MN",2017-09-27
Williams,48.858454,-94.980897,1093,63.878,43.774,0.0,7.0,1644.0,,"Lake of the Woods, MN",2017-09-28
Williams,48.858454,-94.980897,1093,59.342,40.951,0.0,5.0,1649.0,,"Lake of the Woods, MN",2017-09-29
Williams,48.858454,-94.980897,1093,68.234,37.135,0.0,9.0,1658.0,,"Lake of the Woods, MN",2017-09-30
Carson,46.44303,-101.373829,2107,75.32600000000002,42.649,0.06,,,,"Grant, ND",2017-05-15
Carson,46.44303,-101.373829,2107,64.13,50.234,0.19,7.0,7.0,,"Grant, ND",2017-05-16
Carson,46.44303,-101.373829,2107,56.084,39.585,0.0,3.0,10.0,,"Grant, ND",2017-05-17
Carson,46.44303,-101.373829,2107,56.588,31.462,0.0,3.0,13.0,,"Grant, ND",2017-05-18
Carson,46.44303,-101.373829,2107,56.984,30.607,0.0,3.0,16.0,,"Grant, ND",2017-05-19
Carson,46.44303,-101.373829,2107,60.926,33.255,0.0,5.0,21.0,,"Grant, ND",2017-05-20
Carson,46.44303,-101.373829,2107,70.934,27.876,0.03,10.0,31.0,,"Grant, ND",2017-05-21
Carson,46.44303,-101.373829,2107,61.556,45.212,0.14,6.0,37.0,,"Grant, ND",2017-05-22
Carson,46.44303,-101.373829,2107,64.238,41.038,0.0,7.0,44.0,,"Grant, ND",2017-05-23
Carson,46.44303,-101.373829,2107,69.062,39.542,0.0,10.0,54.0,,"Grant, ND",2017-05-24
Carson,46.44303,-101.373829,2107,72.986,43.155,0.02,11.0,65.0,,"Grant, ND",2017-05-25
Carson,46.44303,-101.373829,2107,69.02600000000001,44.357,0.0,10.0,75.0,,"Grant, ND",2017-05-26
Carson,46.44303,-101.373829,2107,76.658,39.499,0.0,13.0,88.0,,"Grant, ND",2017-05-27
Carson,46.44303,-101.373829,2107,76.388,42.494,0.0,13.0,101.0,,"Grant, ND",2017-05-28
Carson,46.44303,-101.373829,2107,65.426,39.499,0.0,8.0,109.0,,"Grant, ND",2017-05-29
Carson,46.44303,-101.373829,2107,66.794,29.322,0.0,8.0,117.0,,"Grant, ND",2017-05-30
Carson,46.44303,-101.373829,2107,74.678,29.071,0.0,12.0,129.0,,"Grant, ND",2017-05-31
Carson,46.44303,-101.373829,2107,89.186,47.48,0.0,18.0,147.0,,"Grant, ND",2017-06-01
Carson,46.44303,-101.373829,2107,92.948,59.504,0.0,23.0,170.0,,"Grant, ND",2017-06-02
Carson,46.44303,-101.373829,2107,84.596,47.786,0.0,17.0,187.0,,"Grant, ND",2017-06-03
Carson,46.44303,-101.373829,2107,90.626,43.16,0.0,18.0,205.0,,"Grant, ND",2017-06-04
Carson,46.44303,-101.373829,2107,90.734,50.612,0.0,18.0,223.0,,"Grant, ND",2017-06-05
Carson,46.44303,-101.373829,2107,78.782,49.74800000000001,0.01,14.0,237.0,,"Grant, ND",2017-06-06
Carson,46.44303,-101.373829,2107,80.33,43.601000000000006,0.0,15.0,252.0,,"Grant, ND",2017-06-07
Carson,46.44303,-101.373829,2107,83.75,46.79600000000001,0.0,17.0,269.0,,"Grant, ND",2017-06-08
Carson,46.44303,-101.373829,2107,99.266,59.288,0.0,23.0,292.0,,"Grant, ND",2017-06-09
Carson,46.44303,-101.373829,2107,83.228,58.892,0.0,21.0,313.0,,"Grant, ND",2017-06-10
Carson,46.44303,-101.373829,2107,82.544,46.43600000000001,0.08,16.0,329.0,,"Grant, ND",2017-06-11
Carson,46.44303,-101.373829,2107,82.20200000000001,43.178,0.09,16.0,345.0,,"Grant, ND",2017-06-12
Carson,46.44303,-101.373829,2107,77.414,56.264,0.4,17.0,362.0,,"Grant, ND",2017-06-13
Carson,46.44303,-101.373829,2107,76.406,55.832,0.0,16.0,378.0,,"Grant, ND",2017-06-14
Carson,46.44303,-101.373829,2107,82.20200000000001,55.61600000000001,0.0,19.0,397.0,,"Grant, ND",2017-06-15
Carson,46.44303,-101.373829,2107,79.556,48.632,0.0,15.0,412.0,,"Grant, ND",2017-06-16
Carson,46.44303,-101.373829,2107,70.08800000000001,50.792,0.05,10.0,422.0,,"Grant, ND",2017-06-17
Carson,46.44303,-101.373829,2107,76.568,47.228,0.0,13.0,435.0,,"Grant, ND",2017-06-18
Carson,46.44303,-101.373829,2107,80.92399999999998,49.01,0.0,15.0,450.0,,"Grant, ND",2017-06-19
Carson,46.44303,-101.373829,2107,76.47800000000002,46.018,0.0,13.0,463.0,,"Grant, ND",2017-06-20
Carson,46.44303,-101.373829,2107,89.78,52.754,0.0,19.0,482.0,,"Grant, ND",2017-06-21
Carson,46.44303,-101.373829,2107,77.936,49.154,0.0,14.0,496.0,,"Grant, ND",2017-06-22
Carson,46.44303,-101.373829,2107,68.126,41.592,0.0,9.0,505.0,,"Grant, ND",2017-06-23
Carson,46.44303,-101.373829,2107,66.938,38.345,0.0,8.0,513.0,,"Grant, ND",2017-06-24
Carson,46.44303,-101.373829,2107,71.96,34.03,0.0,11.0,524.0,,"Grant, ND",2017-06-25
Carson,46.44303,-101.373829,2107,78.62,36.18,0.0,14.0,538.0,,"Grant, ND",2017-06-26
Carson,46.44303,-101.373829,2107,90.482,56.606,0.02,21.0,559.0,,"Grant, ND",2017-06-27
Carson,46.44303,-101.373829,2107,81.86,54.842,0.0,18.0,577.0,,"Grant, ND",2017-06-28
Carson,46.44303,-101.373829,2107,76.568,49.964,0.0,13.0,590.0,,"Grant, ND",2017-06-29
Carson,46.44303,-101.373829,2107,71.294,47.51600000000001,0.0,11.0,601.0,,"Grant, ND",2017-06-30
Carson,46.44303,-101.373829,2107,89.708,57.70399999999999,0.0,22.0,623.0,,"Grant, ND",2017-07-01
Carson,46.44303,-101.373829,2107,83.75,47.57,0.0,17.0,640.0,,"Grant, ND",2017-07-02
Carson,46.44303,-101.373829,2107,95.756,60.65600000000001,0.0,23.0,663.0,,"Grant, ND",2017-07-03
Carson,46.44303,-101.373829,2107,100.454,63.464,0.0,25.0,688.0,,"Grant, ND",2017-07-04
Carson,46.44303,-101.373829,2107,102.938,55.274,0.0,21.0,709.0,,"Grant, ND",2017-07-05
Carson,46.44303,-101.373829,2107,89.042,54.212,0.0,20.0,729.0,,"Grant, ND",2017-07-06
Carson,46.44303,-101.373829,2107,89.88799999999998,49.514,0.0,18.0,747.0,,"Grant, ND",2017-07-07
Carson,46.44303,-101.373829,2107,96.206,53.726000000000006,0.0,20.0,767.0,,"Grant, ND",2017-07-08
Carson,46.44303,-101.373829,2107,96.026,65.354,0.0,26.0,793.0,,"Grant, ND",2017-07-09
Carson,46.44303,-101.373829,2107,84.93799999999997,56.12,0.0,21.0,814.0,,"Grant, ND",2017-07-10
Carson,46.44303,-101.373829,2107,95.684,60.566,0.0,23.0,837.0,,"Grant, ND",2017-07-11
Carson,46.44303,-101.373829,2107,75.38,50.738,0.0,13.0,850.0,,"Grant, ND",2017-07-12
Carson,46.44303,-101.373829,2107,82.382,47.264,0.0,16.0,866.0,,"Grant, ND",2017-07-13
Carson,46.44303,-101.373829,2107,103.028,56.426,0.5710000000000001,21.0,887.0,,"Grant, ND",2017-07-14
Carson,46.44303,-101.373829,2107,85.28,60.908,0.0,23.0,910.0,,"Grant, ND",2017-07-15
Carson,46.44303,-101.373829,2107,98.258,57.758,0.0,22.0,932.0,,"Grant, ND",2017-07-16
Carson,46.44303,-101.373829,2107,93.488,66.02,0.0,26.0,958.0,,"Grant, ND",2017-07-17
Carson,46.44303,-101.373829,2107,81.86,57.668,0.2,20.0,978.0,,"Grant, ND",2017-07-18
Carson,46.44303,-101.373829,2107,86.14399999999998,57.236,1.541,22.0,1000.0,,"Grant, ND",2017-07-19
Carson,46.44303,-101.373829,2107,92.642,62.672,0.11,24.0,1024.0,,"Grant, ND",2017-07-20
Carson,46.44303,-101.373829,2107,90.248,64.13,0.0,25.0,1049.0,,"Grant, ND",2017-07-21
Carson,46.44303,-101.373829,2107,86.21600000000002,55.742,0.0,21.0,1070.0,,"Grant, ND",2017-07-22
Carson,46.44303,-101.373829,2107,85.964,50.648,0.0,18.0,1088.0,,"Grant, ND",2017-07-23
Carson,46.44303,-101.373829,2107,89.22200000000002,64.22,0.0,25.0,1113.0,,"Grant, ND",2017-07-24
Carson,46.44303,-101.373829,2107,86.486,61.502,0.01,24.0,1137.0,,"Grant, ND",2017-07-25
Carson,46.44303,-101.373829,2107,88.016,53.222,0.0,20.0,1157.0,,"Grant, ND",2017-07-26
Carson,46.44303,-101.373829,2107,85.46,57.362,0.0,21.0,1178.0,,"Grant, ND",2017-07-27
Carson,46.44303,-101.373829,2107,85.964,65.24600000000001,0.0,26.0,1204.0,,"Grant, ND",2017-07-28
Carson,46.44303,-101.373829,2107,88.95200000000001,59.504,1.131,23.0,1227.0,,"Grant, ND",2017-07-29
Carson,46.44303,-101.373829,2107,86.648,59.0,0.11,23.0,1250.0,,"Grant, ND",2017-07-30
Carson,46.44303,-101.373829,2107,91.778,60.224,0.0,23.0,1273.0,,"Grant, ND",2017-07-31
Carson,46.44303,-101.373829,2107,83.40799999999999,56.51600000000001,0.01,20.0,1293.0,,"Grant, ND",2017-08-01
Carson,46.44303,-101.373829,2107,63.914,54.212,0.841,9.0,1302.0,,"Grant, ND",2017-08-02
Carson,46.44303,-101.373829,2107,71.294,50.288,0.06,11.0,1313.0,,"Grant, ND",2017-08-03
Carson,46.44303,-101.373829,2107,76.046,47.732,0.0,13.0,1326.0,,"Grant, ND",2017-08-04
Carson,46.44303,-101.373829,2107,68.918,52.7,0.04,11.0,1337.0,,"Grant, ND",2017-08-05
Carson,46.44303,-101.373829,2107,70.016,50.468,0.16,10.0,1347.0,,"Grant, ND",2017-08-06
Carson,46.44303,-101.373829,2107,76.64,45.831,0.0,13.0,1360.0,,"Grant, ND",2017-08-07
Carson,46.44303,-101.373829,2107,81.518,50.99,0.04,16.0,1376.0,,"Grant, ND",2017-08-08
Carson,46.44303,-101.373829,2107,73.688,50.0,0.0,12.0,1388.0,,"Grant, ND",2017-08-09
Carson,46.44303,-101.373829,2107,74.678,51.98,0.0,13.0,1401.0,,"Grant, ND",2017-08-10
Carson,46.44303,-101.373829,2107,77.936,49.352,0.0,14.0,1415.0,,"Grant, ND",2017-08-11
Carson,46.44303,-101.373829,2107,72.41,56.21,2.082,14.0,1429.0,,"Grant, ND",2017-08-12
Carson,46.44303,-101.373829,2107,73.58,49.964,0.0,12.0,1441.0,,"Grant, ND",2017-08-13
Carson,46.44303,-101.373829,2107,69.242,44.035,0.0,10.0,1451.0,,"Grant, ND",2017-08-14
Carson,46.44303,-101.373829,2107,67.406,58.82,0.71,13.0,1464.0,,"Grant, ND",2017-08-15
Carson,46.44303,-101.373829,2107,77.756,53.438,0.0,16.0,1480.0,,"Grant, ND",2017-08-16
Carson,46.44303,-101.373829,2107,81.86,48.632,0.01,16.0,1496.0,,"Grant, ND",2017-08-17
Carson,46.44303,-101.373829,2107,79.898,53.438,0.0,17.0,1513.0,,"Grant, ND",2017-08-18
Carson,46.44303,-101.373829,2107,83.48,57.83,0.0,21.0,1534.0,,"Grant, ND",2017-08-19
Carson,46.44303,-101.373829,2107,68.21600000000001,51.31399999999999,0.0,10.0,1544.0,,"Grant, ND",2017-08-20
Carson,46.44303,-101.373829,2107,74.03,48.848,0.14,12.0,1556.0,,"Grant, ND",2017-08-21
Carson,46.44303,-101.373829,2107,75.452,42.21100000000001,0.0,13.0,1569.0,,"Grant, ND",2017-08-22
Carson,46.44303,-101.373829,2107,81.014,46.958,0.0,16.0,1585.0,,"Grant, ND",2017-08-23
Carson,46.44303,-101.373829,2107,80.402,50.54,0.0,15.0,1600.0,,"Grant, ND",2017-08-24
Carson,46.44303,-101.373829,2107,69.062,50.072,0.03,10.0,1610.0,,"Grant, ND",2017-08-25
Carson,46.44303,-101.373829,2107,74.516,47.3,0.0,12.0,1622.0,,"Grant, ND",2017-08-26
Carson,46.44303,-101.373829,2107,81.69800000000002,48.848,0.0,16.0,1638.0,,"Grant, ND",2017-08-27
Carson,46.44303,-101.373829,2107,89.042,57.11,0.0,22.0,1660.0,,"Grant, ND",2017-08-28
Carson,46.44303,-101.373829,2107,84.686,51.476000000000006,0.0,18.0,1678.0,,"Grant, ND",2017-08-29
Carson,46.44303,-101.373829,2107,80.92399999999998,52.358,0.0,17.0,1695.0,,"Grant, ND",2017-08-30
Carson,46.44303,-101.373829,2107,85.28,58.383,0.0,22.0,1717.0,,"Grant, ND",2017-08-31
Carson,46.44303,-101.373829,2107,79.898,55.058,0.0,17.0,1734.0,,"Grant, ND",2017-09-01
Carson,46.44303,-101.373829,2107,84.09200000000001,46.81399999999999,0.0,17.0,1751.0,,"Grant, ND",2017-09-02
Carson,46.44303,-101.373829,2107,87.854,52.79,0.0,19.0,1770.0,,"Grant, ND",2017-09-03
Carson,46.44303,-101.373829,2107,69.89,43.308,0.0,10.0,1780.0,,"Grant, ND",2017-09-04
Carson,46.44303,-101.373829,2107,66.74,37.494,0.0,8.0,1788.0,,"Grant, ND",2017-09-05
Carson,46.44303,-101.373829,2107,75.02,33.73,0.0,13.0,1801.0,,"Grant, ND",2017-09-06
Carson,46.44303,-101.373829,2107,83.066,41.639,0.0,17.0,1818.0,,"Grant, ND",2017-09-07
Carson,46.44303,-101.373829,2107,77.072,42.409,0.0,14.0,1832.0,,"Grant, ND",2017-09-08
Carson,46.44303,-101.373829,2107,84.434,54.338,0.0,19.0,1851.0,,"Grant, ND",2017-09-09
Carson,46.44303,-101.373829,2107,91.526,49.784,0.0,18.0,1869.0,,"Grant, ND",2017-09-10
Carson,46.44303,-101.373829,2107,82.20200000000001,48.83,0.0,16.0,1885.0,,"Grant, ND",2017-09-11
Carson,46.44303,-101.373829,2107,94.424,52.574,0.0,19.0,1904.0,,"Grant, ND",2017-09-12
Carson,46.44303,-101.373829,2107,80.33,42.795,0.0,15.0,1919.0,,"Grant, ND",2017-09-13
Carson,46.44303,-101.373829,2107,71.168,52.754,0.21,12.0,1931.0,,"Grant, ND",2017-09-14
Carson,46.44303,-101.373829,2107,53.18600000000001,44.334,0.43,2.0,1933.0,,"Grant, ND",2017-09-15
Carson,46.44303,-101.373829,2107,48.722,40.743,0.02,0.0,1933.0,,"Grant, ND",2017-09-16
Carson,46.44303,-101.373829,2107,63.44600000000001,32.832,0.0,7.0,1940.0,,"Grant, ND",2017-09-17
Carson,46.44303,-101.373829,2107,72.14,33.901,0.0,11.0,1951.0,,"Grant, ND",2017-09-18
Carson,46.44303,-101.373829,2107,70.952,46.258,0.04,10.0,1961.0,,"Grant, ND",2017-09-19
Carson,46.44303,-101.373829,2107,70.358,40.464,0.0,10.0,1971.0,,"Grant, ND",2017-09-20
Carson,46.44303,-101.373829,2107,77.072,48.416,0.0,14.0,1985.0,,"Grant, ND",2017-09-21
Carson,46.44303,-101.373829,2107,53.88800000000001,45.784,0.0,2.0,1987.0,,"Grant, ND",2017-09-22
Carson,46.44303,-101.373829,2107,53.006,44.719,0.3,2.0,1989.0,,"Grant, ND",2017-09-23
Carson,46.44303,-101.373829,2107,50.12600000000001,42.28,0.25,0.0,1989.0,,"Grant, ND",2017-09-24
Carson,46.44303,-101.373829,2107,50.576,44.292,0.0,0.0,1989.0,,"Grant, ND",2017-09-25
Carson,46.44303,-101.373829,2107,55.238,37.153,0.0,3.0,1992.0,,"Grant, ND",2017-09-26
Carson,46.44303,-101.373829,2107,75.092,36.556,0.0,13.0,2005.0,,"Grant, ND",2017-09-27
Carson,46.44303,-101.373829,2107,71.672,39.844,0.0,11.0,2016.0,,"Grant, ND",2017-09-28
Carson,46.44303,-101.373829,2107,65.12,37.497,0.0,8.0,2024.0,,"Grant, ND",2017-09-29
Carson,46.44303,-101.373829,2107,78.458,43.948,0.0,14.0,2038.0,,"Grant, ND",2017-09-30
Edmore,48.420564,-98.512766,1520,77.396,38.705,0.0,,,,"Ramsey, ND",2017-05-15
Edmore,48.420564,-98.512766,1520,60.566,45.095,0.13,5.0,5.0,,"Ramsey, ND",2017-05-16
Edmore,48.420564,-98.512766,1520,52.862,38.961,0.0,1.0,6.0,,"Ramsey, ND",2017-05-17
Edmore,48.420564,-98.512766,1520,57.362,32.938,0.0,4.0,10.0,,"Ramsey, ND",2017-05-18
Edmore,48.420564,-98.512766,1520,63.68,28.288,0.0,7.0,17.0,,"Ramsey, ND",2017-05-19
Edmore,48.420564,-98.512766,1520,59.972,40.311,0.04,5.0,22.0,,"Ramsey, ND",2017-05-20
Edmore,48.420564,-98.512766,1520,53.834,38.277,0.26,2.0,24.0,,"Ramsey, ND",2017-05-21
Edmore,48.420564,-98.512766,1520,52.988,41.389,0.05,1.0,25.0,,"Ramsey, ND",2017-05-22
Edmore,48.420564,-98.512766,1520,64.688,41.848,0.0,7.0,32.0,,"Ramsey, ND",2017-05-23
Edmore,48.420564,-98.512766,1520,66.47,37.425,0.0,8.0,40.0,,"Ramsey, ND",2017-05-24
Edmore,48.420564,-98.512766,1520,70.25,48.038,0.0,10.0,50.0,,"Ramsey, ND",2017-05-25
Edmore,48.420564,-98.512766,1520,65.768,43.524,0.0,8.0,58.0,,"Ramsey, ND",2017-05-26
Edmore,48.420564,-98.512766,1520,72.28399999999998,43.264,0.23,11.0,69.0,,"Ramsey, ND",2017-05-27
Edmore,48.420564,-98.512766,1520,62.618,44.63399999999999,0.03,6.0,75.0,,"Ramsey, ND",2017-05-28
Edmore,48.420564,-98.512766,1520,56.984,44.611,0.06,3.0,78.0,,"Ramsey, ND",2017-05-29
Edmore,48.420564,-98.512766,1520,65.372,42.755,0.01,8.0,86.0,,"Ramsey, ND",2017-05-30
Edmore,48.420564,-98.512766,1520,75.704,39.987,0.0,13.0,99.0,,"Ramsey, ND",2017-05-31
Edmore,48.420564,-98.512766,1520,82.88600000000002,43.952,0.0,16.0,115.0,,"Ramsey, ND",2017-06-01
Edmore,48.420564,-98.512766,1520,91.292,58.352,1.421,22.0,137.0,,"Ramsey, ND",2017-06-02
Edmore,48.420564,-98.512766,1520,77.972,56.228,0.0,17.0,154.0,,"Ramsey, ND",2017-06-03
Edmore,48.420564,-98.512766,1520,79.43,48.596,0.0,15.0,169.0,,"Ramsey, ND",2017-06-04
Edmore,48.420564,-98.512766,1520,79.574,52.718,0.0,16.0,185.0,,"Ramsey, ND",2017-06-05
Edmore,48.420564,-98.512766,1520,74.426,58.514,0.0,16.0,201.0,,"Ramsey, ND",2017-06-06
Edmore,48.420564,-98.512766,1520,74.012,51.83600000000001,0.0,13.0,214.0,,"Ramsey, ND",2017-06-07
Edmore,48.420564,-98.512766,1520,79.682,51.26,0.0,15.0,229.0,,"Ramsey, ND",2017-06-08
Edmore,48.420564,-98.512766,1520,78.62,53.834,0.81,16.0,245.0,,"Ramsey, ND",2017-06-09
Edmore,48.420564,-98.512766,1520,74.94800000000002,58.76600000000001,0.18,17.0,262.0,,"Ramsey, ND",2017-06-10
Edmore,48.420564,-98.512766,1520,78.404,54.734,0.0,17.0,279.0,,"Ramsey, ND",2017-06-11
Edmore,48.420564,-98.512766,1520,75.002,48.848,0.0,13.0,292.0,,"Ramsey, ND",2017-06-12
Edmore,48.420564,-98.512766,1520,68.558,52.466,1.361,11.0,303.0,,"Ramsey, ND",2017-06-13
Edmore,48.420564,-98.512766,1520,69.476,55.958,0.14,13.0,316.0,,"Ramsey, ND",2017-06-14
Edmore,48.420564,-98.512766,1520,70.664,54.644,0.0,13.0,329.0,,"Ramsey, ND",2017-06-15
Edmore,48.420564,-98.512766,1520,72.932,51.188,0.03,12.0,341.0,,"Ramsey, ND",2017-06-16
Edmore,48.420564,-98.512766,1520,66.92,54.284,0.0,11.0,352.0,,"Ramsey, ND",2017-06-17
Edmore,48.420564,-98.512766,1520,64.88600000000001,49.856,0.0,7.0,359.0,,"Ramsey, ND",2017-06-18
Edmore,48.420564,-98.512766,1520,70.376,47.57,0.19,10.0,369.0,,"Ramsey, ND",2017-06-19
Edmore,48.420564,-98.512766,1520,69.206,44.442,0.0,10.0,379.0,,"Ramsey, ND",2017-06-20
Edmore,48.420564,-98.512766,1520,77.72,50.198,0.05,14.0,393.0,,"Ramsey, ND",2017-06-21
Edmore,48.420564,-98.512766,1520,70.286,47.408,0.0,10.0,403.0,,"Ramsey, ND",2017-06-22
Edmore,48.420564,-98.512766,1520,62.474,43.011,0.0,6.0,409.0,,"Ramsey, ND",2017-06-23
Edmore,48.420564,-98.512766,1520,54.482,40.881,0.0,2.0,411.0,,"Ramsey, ND",2017-06-24
Edmore,48.420564,-98.512766,1520,64.4,37.508,0.0,7.0,418.0,,"Ramsey, ND",2017-06-25
Edmore,48.420564,-98.512766,1520,70.124,40.071,0.0,10.0,428.0,,"Ramsey, ND",2017-06-26
Edmore,48.420564,-98.512766,1520,76.91,46.49,0.0,13.0,441.0,,"Ramsey, ND",2017-06-27
Edmore,48.420564,-98.512766,1520,74.768,57.794,1.721,16.0,457.0,,"Ramsey, ND",2017-06-28
Edmore,48.420564,-98.512766,1520,75.938,50.81,0.0,13.0,470.0,,"Ramsey, ND",2017-06-29
Edmore,48.420564,-98.512766,1520,66.542,51.332,0.0,9.0,479.0,,"Ramsey, ND",2017-06-30
Edmore,48.420564,-98.512766,1520,70.574,50.756,0.02,11.0,490.0,,"Ramsey, ND",2017-07-01
Edmore,48.420564,-98.512766,1520,72.05,44.458,0.0,11.0,501.0,,"Ramsey, ND",2017-07-02
Edmore,48.420564,-98.512766,1520,78.89,54.212,0.0,17.0,518.0,,"Ramsey, ND",2017-07-03
Edmore,48.420564,-98.512766,1520,88.178,61.178,0.0,24.0,542.0,,"Ramsey, ND",2017-07-04
Edmore,48.420564,-98.512766,1520,84.272,60.242,0.0,22.0,564.0,,"Ramsey, ND",2017-07-05
Edmore,48.420564,-98.512766,1520,77.72,57.578,0.0,18.0,582.0,,"Ramsey, ND",2017-07-06
Edmore,48.420564,-98.512766,1520,74.17399999999998,54.356,0.0,14.0,596.0,,"Ramsey, ND",2017-07-07
Edmore,48.420564,-98.512766,1520,80.726,52.862,0.0,17.0,613.0,,"Ramsey, ND",2017-07-08
Edmore,48.420564,-98.512766,1520,78.458,59.036,0.05,19.0,632.0,,"Ramsey, ND",2017-07-09
